index,Price_TL,Price_UDS,Exc_Rate,Elec_Consumption,Noc,Price_Index,Price_Index_2, House_Sell, Weather_Forecast,Working_Day
1.12.2017,155.82,40.51,3.85,116231.57,184982.00,335.62,0.87,744.00,9.03,21.00
1.1.2018,182.86,48.53,3.77,85709.50,185975.00,338.93,0.99,559.00,6.68,22.00
1.2.2018,175.77,46.55,3.78,86783.37,186444.00,340.19,0.37,550.00,9.07,20.00
1.3.2018,158.56,40.85,3.88,91180.35,187283.00,343.18,0.88,628.00,12.75,22.00
1.4.2018,193.57,47.79,4.05,83611.54,190522.00,349.62,1.88,588.00,16.30,20.00
1.5.2018,179.44,40.78,4.41,85132.97,193010.00,355.48,1.68,669.00,19.50,23.00
1.6.2018,185.62,40.16,4.63,83099.87,193679.00,365.68,2.87,663.00,23.12,19.00
1.7.2018,208.13,43.83,4.75,89295.84,190659.00,367.16,0.40,726.00,24.28,22.00
1.8.2018,298.91,51.73,5.73,80676.36,191176.00,376.29,2.49,589.00,25.10,18.00
1.9.2018,327.27,51.67,6.37,88806.28,191806.00,401.83,6.79,823.00,21.05,20.00
1.10.2018,317.28,54.38,5.86,89509.16,192658.00,411.92,2.51,867.00,17.24,22.00
1.11.2018,291.22,54.16,5.37,89509.16,193827.00,404.41,-1.82,650.00,12.20,22.00
1.12.2018,257.89,48.71,5.31,99229.76,194442.00,402.54,-0.46,848.00,6.32,21.00
1.1.2019,223.04,41.59,5.37,80717.58,195204.00,406.57,1.00,500.00,7.08,22.00
1.2.2019,257.05,48.86,5.26,88116.65,195612.00,406.91,0.08,452.00,10.40,20.00
1.3.2019,256.04,47.08,5.44,85896.71,196109.00,410.14,0.79,523.00,9.54,21.00
1.4.2019,187.15,32.73,5.74,80327.34,196852.00,417.23,1.73,511.00,12.54,21.00
1.5.2019,196.17,32.43,6.05,83145.64,197699.00,420.77,0.85,424.00,19.32,22.00
1.6.2019,221.32,38.03,5.81,77185.44,197656.00,422.03,0.30,343.00,23.12,17.00
1.7.2019,304.55,53.70,5.67,88081.20,198381.00,428.87,1.62,510.00,22.83,23.00
1.8.2019,298.30,53.20,5.62,73056.22,198856.00,431.29,0.56,500.00,23.62,18.00
1.9.2019,297.90,47.72,5.71,85164.79,199884.00,435.69,1.02,765.00,20.61,21.00
1.10.2019,291.61,50.49,5.78,79487.06,200702.00,443.38,1.77,800.00,18.00,21.00
1.11.2019,297.87,52.08,5.73,84490.62,201422.00,444.80,0.32,838.00,14.41,21.00
1.12.2019,291.32,50.03,5.84,92088.51,202391.00,448.26,0.78,1052.00,8.18,22.00
1.1.2020,314.61,53.20,5.92,82014.94,211658.00,453.63,1.20,574.00,5.27,22.00
1.2.2020,298.41,49.45,6.04,82947.50,203346.00,456.04,0.53,535.00,8.43,19.00
1.3.2020,245.09,38.92,6.31,84206.69,203777.00,459.02,0.65,487.00,11.29,22.00
1.4.2020,181.16,26.54,6.82,69178.61,204217.00,463.27,0.93,231.00,12.56,21.00
1.5.2020,203.22,29.32,6.95,65993.16,204641.00,470.80,1.63,249.00,18.42,17.00
1.6.2020,291.31,42.78,6.81,78042.37,205191.00,477.13,1.34,1051.00,21.93,22.00
1.7.2020,296.36,43.27,6.85,80391.64,205588.00,481.38,0.89,1144.00,24.37,21.00
1.8.2020,298.70,41.40,7.25,88937.64,206153.00,486.15,0.99,913.00,24.72,20.00
1.9.2020,308.20,41.18,7.51,88723.88,207641.00,490.47,0.89,761.00,23.91,22.00
1.10.2020,318.70,40.49,7.87,88362.03,208985.00,500.23,1.99,739.00,19.44,20.00
1.11.2020,295.51,37.07,8.00,87768.92,210014.00,510.97,2.15,633.00,10.21,21.00
1.12.2020,293.34,37.91,7.72,93135.37,210986.00,517.03,1.19,535.00,10.45,23.00
1.1.2021,297.72,40.28,7.39,88147.65,211658.00,526.10,1.75,368.00,7.81,20.00
1.2.2021,286.89,40.54,7.07,84328.87,212138.00,531.95,1.11,460.00,8.31,20.00
1.3.2021,311.41,41.11,7.63,93552.43,212772.00,537.59,1.06,527.00,8.01,22.00
1.4.2021,312.15,38.24,8.16,91981.37,213562.00,545.74,1.52,463.00,13.23,21.00
1.5.2021,360.59,43.31,8.34,88008.95,213899.00,551.75,1.10,326.00,19.09,17.00
1.6.2021,402.03,46.77,8.60,88968.11,214261.00,565.71,2.53,694.00,21.02,22.00
1.7.2021,518.37,60.28,8.61,93716.80,214381.00,574.13,1.49,584.00,25.15,16.00
1.8.2021,557.37,65.78,8.48,95986.83,214996.00,580.53,1.11,663.00,25.11,21.00
1.9.2021,520.86,61.33,8.51,92574.79,215220.00,589.59,1.39,714.00,17.80,22.00
1.10.2021,669.93,73.10,9.14,98874.87,215505.00,604.24,2.66,745.00,13.30,20.00
1.11.2021,830.96,80.27,10.52,96064.26,214807.00,626.67,3.71,993.00,11.70,22.00
1.12.2021,1008.64,74.89,13.53,101534.38,214814.00,715.67,14.20,1299.00,8.80,23.00
1.1.2022,1117.99,87.27,13.52,35266.08,215038.00,796.94,11.36,460.00,3.80,21.00
1.2.2022,1404.50,103.15,13.62,102711.00,215694.00,838.78,5.25,583.00,6.21,20.00
